pollen_concentration,timestamp
0.1 2026-02-10 11:26:41.668623
0.3 2026-02-11 11:13:31.764311
0.3 2026-02-12 11:11:25.186235
0.5 2026-02-13 11:07:18.551471
0.5 2026-02-14 10:52:01.225380
0.3 2026-02-15 10:52:29.458258
0.3 2026-02-16 11:11:37.739018
0.3 2026-02-17 11:11:18.870658
0.6 2026-02-18 11:10:58.687006
0.5 2026-02-19 11:11:33.124779
0.1 2026-02-20 11:03:50.964037
0.1 2026-02-21 10:51:05.362143
0.4 2026-02-22 10:50:23.942302
0.6 2026-02-23 11:11:33.662502
1.3 2026-02-24 11:11:30.946151
1.3 2026-02-25 11:13:15.078161
1.3 2026-02-26 11:11:12.209474
