pollen_concentration,timestamp
0.5 2026-02-05 11:07:20.340246
0.5 2026-02-06 11:06:17.427212
0.6 2026-02-07 10:51:38.825279
0.6 2026-02-08 10:53:29.155633
0.6 2026-02-09 11:13:38.959404
0.6 2026-02-10 11:26:27.399032
0.5 2026-02-11 11:13:17.834860
0.5 2026-02-12 11:11:10.919473
0.5 2026-02-13 11:07:03.679660
0.5 2026-02-14 10:51:46.843738
1.0 2026-02-15 10:52:15.163176
1.0 2026-02-16 11:11:23.568297
0.4 2026-02-17 11:11:03.890029
0.5 2026-02-18 11:10:44.205660
1.0 2026-02-19 11:11:18.209368
0.8 2026-02-20 11:03:35.375968
0.9 2026-02-21 10:50:51.226559
1.3 2026-02-22 10:50:09.527948
2.7 2026-02-23 11:11:18.529756
2.4 2026-02-24 11:11:16.015564
