pollen_concentration,timestamp
2.8 2026-02-10 11:26:41.663013
6.0 2026-02-11 11:13:31.761028
6.1 2026-02-12 11:11:25.181118
6.3 2026-02-13 11:07:18.547698
6.3 2026-02-14 10:52:01.222190
2.3 2026-02-15 10:52:29.455247
4.9 2026-02-16 11:11:37.737072
6.0 2026-02-17 11:11:18.869013
6.0 2026-02-18 11:10:58.685136
6.3 2026-02-19 11:11:33.122322
0.9 2026-02-20 11:03:50.960763
0.9 2026-02-21 10:51:05.361013
2.3 2026-02-22 10:50:23.939528
6.1 2026-02-23 11:11:33.660960
6.1 2026-02-24 11:11:30.944362
6.1 2026-02-25 11:13:15.076572
6.1 2026-02-26 11:11:12.207783
