pollen_concentration,timestamp
0.1 2026-02-06 11:06:22.759506
0.1 2026-02-07 10:51:44.208595
0.1 2026-02-08 10:53:34.523568
0.1 2026-02-10 11:26:32.710857
0.1 2026-02-11 11:13:23.244281
2.3 2026-02-12 11:11:16.214822
3.3 2026-02-13 11:07:09.260907
3.6 2026-02-14 10:51:52.186073
3.3 2026-02-15 10:52:20.748687
2.6 2026-02-16 11:11:29.039521
0.8 2026-02-17 11:11:09.469870
3.4 2026-02-20 11:03:40.954707
2.3 2026-02-21 10:50:56.663789
2.8 2026-02-22 10:50:15.085968
2.8 2026-02-23 11:11:24.029506
6.0 2026-02-24 11:11:21.660977
6.9 2026-02-25 11:13:05.537134
6.9 2026-02-26 11:11:02.934805
6.9 2026-02-27 11:04:28.726610
6.9 2026-02-28 10:45:55.282482
