pollen_concentration,timestamp
0.3 2026-02-01 10:51:46.330505
1.0 2026-02-02 11:10:44.289446
0.3 2026-02-03 11:06:12.397349
0.1 2026-02-04 11:05:38.517912
0.3 2026-02-05 11:07:28.468138
0.4 2026-02-06 11:06:25.577864
0.9 2026-02-07 10:51:47.115656
1.3 2026-02-08 10:53:37.352325
0.9 2026-02-09 11:13:47.744098
1.5 2026-02-11 11:13:26.111261
0.3 2026-02-12 11:11:19.608631
1.3 2026-02-13 11:07:12.731129
0.6 2026-02-14 10:51:55.577110
0.4 2026-02-15 10:52:23.699323
6.1 2026-02-16 11:11:31.979551
4.4 2026-02-17 11:11:12.999867
2.1 2026-02-18 11:10:52.411542
6.2 2026-02-19 11:11:26.663075
