pollen_concentration,timestamp
0.4 2026-02-02 11:10:48.285877
0.1 2026-02-03 11:06:16.373531
0.1 2026-02-04 11:05:42.486774
0.1 2026-02-05 11:07:31.943535
0.1 2026-02-13 11:07:16.326447
0.1 2026-02-14 10:51:59.050228
0.1 2026-02-15 10:52:27.251578
0.1 2026-02-16 11:11:35.543788
0.3 2026-02-17 11:11:16.624348
1.0 2026-02-19 11:11:30.822277
0.6 2026-02-20 11:03:48.651329
0.3 2026-02-21 10:51:03.139254
0.3 2026-02-22 10:50:21.671204
0.1 2026-02-23 11:11:31.294010
0.8 2026-02-24 11:11:28.571599
