pollen_concentration,timestamp
0.1 2026-02-01 10:51:43.482291
0.1 2026-02-02 11:10:41.026537
0.3 2026-02-03 11:06:09.520473
1.1 2026-02-04 11:05:35.585126
1.1 2026-02-05 11:07:25.618708
1.3 2026-02-06 11:06:22.757935
1.1 2026-02-07 10:51:44.205370
0.8 2026-02-08 10:53:34.520726
0.1 2026-02-09 11:13:44.247790
4.6 2026-02-10 11:26:32.708445
5.0 2026-02-11 11:13:23.242428
6.1 2026-02-12 11:11:16.212847
6.4 2026-02-13 11:07:09.258909
6.4 2026-02-14 10:51:52.184606
6.4 2026-02-15 10:52:20.747477
2.7 2026-02-16 11:11:29.038150
1.3 2026-02-17 11:11:09.468287
0.3 2026-02-18 11:10:49.459572
0.3 2026-02-19 11:11:23.498178
2.8 2026-02-20 11:03:40.956092
1.9 2026-02-21 10:50:56.665135
2.3 2026-02-22 10:50:15.087660
2.3 2026-02-23 11:11:24.034164
6.0 2026-02-24 11:11:21.665928
4.0 2026-02-25 11:13:05.538479
