pollen_concentration,timestamp
0.1 2026-02-03 11:06:19.274772
0.1 2026-02-04 11:05:45.329644
0.1 2026-02-05 11:07:35.691492
0.1 2026-02-06 11:06:32.065389
0.1 2026-02-07 10:51:53.715518
0.1 2026-02-08 10:53:43.433406
0.1 2026-02-09 11:13:54.506050
0.1 2026-02-11 11:13:32.527986
0.1 2026-02-12 11:11:26.067303
0.1 2026-02-13 11:07:19.482408
0.1 2026-02-14 10:52:02.089183
0.1 2026-02-15 10:52:30.306479
0.1 2026-02-16 11:11:38.585814
1.0 2026-02-17 11:11:19.808439
1.0 2026-02-18 11:10:59.579016
1.3 2026-02-19 11:11:34.024719
5.6 2026-02-20 11:03:51.803218
