pollen_concentration,timestamp
0.1 2026-02-09 11:13:51.222871
0.1 2026-02-10 11:26:38.983291
0.1 2026-02-11 11:13:29.579515
0.1 2026-02-12 11:11:23.026062
0.3 2026-02-13 11:07:16.324106
0.1 2026-02-14 10:51:59.049499
0.1 2026-02-15 10:52:27.250806
0.3 2026-02-16 11:11:35.543031
0.1 2026-02-17 11:11:16.625244
0.1 2026-02-18 11:10:56.405727
0.5 2026-02-19 11:11:30.828273
0.6 2026-02-20 11:03:48.650414
0.5 2026-02-21 10:51:03.138706
0.5 2026-02-22 10:50:21.670430
5.2 2026-02-23 11:11:31.290316
5.3 2026-02-24 11:11:28.569996
