pollen_concentration,timestamp
0.4 2026-02-01 10:51:54.143631
0.4 2026-02-02 11:10:51.760895
1.0 2026-02-03 11:06:19.980279
0.3 2026-02-04 11:05:46.035951
0.4 2026-02-05 11:07:36.401311
2.1 2026-02-06 11:06:32.828671
2.7 2026-02-07 10:51:54.475601
0.6 2026-02-08 10:53:44.194187
2.6 2026-02-09 11:13:55.798751
1.4 2026-02-10 11:26:43.128594
1.6 2026-02-11 11:13:33.290424
6.1 2026-02-12 11:11:26.834701
6.3 2026-02-13 11:07:20.260546
6.5 2026-02-14 10:52:02.852660
4.3 2026-02-15 10:52:31.079601
6.0 2026-02-16 11:11:39.433135
