pollen_concentration,timestamp
0.1 2026-02-01 10:51:53.443722
0.1 2026-02-02 11:10:51.053728
0.1 2026-02-03 11:06:19.273793
0.1 2026-02-04 11:05:45.328443
0.1 2026-02-05 11:07:35.690696
1.5 2026-02-10 11:26:42.364886
1.8 2026-02-11 11:13:32.527166
0.4 2026-02-12 11:11:26.061490
0.4 2026-02-13 11:07:19.479639
0.3 2026-02-14 10:52:02.088301
0.5 2026-02-15 10:52:30.304155
0.5 2026-02-16 11:11:38.584911
3.4 2026-02-17 11:11:19.806710
3.4 2026-02-18 11:10:59.577165
3.8 2026-02-19 11:11:34.022586
