pollen_concentration,timestamp
0.2 2026-01-03 10:42:56.732474
0.2 2026-01-05 10:49:41.761977
0.2 2026-01-06 10:48:10.954363
0.2 2026-01-07 10:47:53.669517
0.2 2026-01-08 10:48:52.234020
0.4 2026-01-09 10:47:36.140449
0.4 2026-01-10 10:42:57.535479
0.4 2026-01-11 10:43:58.041564
0.4 2026-01-12 10:50:01.252939
0.4 2026-01-15 10:48:27.522974
0.6 2026-01-16 10:48:00.784369
0.6 2026-01-17 10:42:46.968505
1.0 2026-01-18 10:43:39.737987
1.0 2026-01-19 10:53:24.075480
0.2 2026-01-25 10:44:51.886772
0.2 2026-01-26 10:51:34.710220
