pollen_concentration,timestamp
0.4 2025-11-01 10:38:50.077532
0.4 2025-11-02 10:38:07.103443
0.4 2025-11-03 10:45:10.181895
0.2 2025-11-04 10:45:38.856433
0.4 2025-11-05 10:44:27.232188
0.4 2025-11-06 10:44:33.130836
0.4 2025-11-07 10:42:44.374974
0.4 2025-11-08 10:38:43.107707
0.4 2025-11-09 10:38:18.521302
0.4 2025-11-10 10:45:04.662683
0.4 2025-11-11 10:44:39.918098
0.4 2025-11-12 10:45:33.128694
0.8 2025-11-14 10:43:27.283360
0.2 2025-11-15 10:39:31.584852
0.2 2025-11-16 10:39:48.953996
0.2 2025-11-17 10:45:11.491273
0.2 2025-11-18 10:45:26.389757
0.2 2025-11-19 10:44:29.777351
0.2 2025-11-20 10:43:45.772116
0.2 2025-11-21 10:43:02.998767
0.2 2025-11-22 10:38:41.050495
0.2 2025-11-23 10:39:55.793868
0.2 2025-11-24 10:45:43.901379
0.2 2025-11-25 10:47:00.539289
