pollen_concentration,timestamp
0.4 2025-11-01 10:38:43.825259
0.2 2025-11-02 10:38:00.824579
0.4 2025-11-03 10:45:03.838029
0.4 2025-11-04 10:45:32.690342
0.2 2025-11-05 10:44:21.053231
0.2 2025-11-06 10:44:26.852881
0.2 2025-11-07 10:42:38.268368
0.2 2025-11-08 10:38:36.871693
0.2 2025-11-09 10:38:12.210838
0.2 2025-11-10 10:44:58.444165
0.2 2025-11-11 10:44:33.214360
0.2 2025-11-12 10:45:26.441657
0.4 2025-11-14 10:43:21.025908
0.8 2025-11-15 10:39:25.480997
0.4 2025-11-16 10:39:42.547769
0.2 2025-11-17 10:45:05.231631
